1.313700318336486816e+00,-5.125268101692199707e-01,-2.077026367187500000e-01,4.304266721010208130e-02,1.571422666311264038e-01,-3.752976655960083008e-01,4.193653166294097900e-01,-2.852185368537902832e-01,-8.596207201480865479e-02,1.368520110845565796e-01,-9.817681461572647095e-02,-9.976855944842100143e-04,1.280677914619445801e-01,1.348525881767272949e-01,3.388209342956542969e-01,-3.413117229938507080e-01,-2.991491556167602539e-01,2.080982923507690430e-01,-1.120930984616279602e-01,1.687239855527877808e-01,1.315341591835021973e-01,2.739515528082847595e-02,-1.113817840814590454e-01,2.217507362365722656e-01,1.593659669160842896e-01,9.933043271303176880e-02,-1.175350043922662735e-02,2.881038486957550049e-01,-2.093805074691772461e-01,6.208629201864823699e-05,-2.019861340522766113e-01,-2.149109095335006714e-01,3.218614161014556885e-01,-5.060046315193176270e-01,2.734910845756530762e-01,-2.910950481891632080e-01,1.843865960836410522e-02,3.221929967403411865e-01,4.418400824069976807e-01,-1.452506482601165771e-01,3.953687846660614014e-01,9.044946171343326569e-03,-1.044492423534393311e-01,-6.867738813161849976e-02,1.431035995483398438e-01,7.573759555816650391e-02,-3.892492130398750305e-02,1.198173686861991882e-01,5.483690649271011353e-02,3.205386921763420105e-02
6.893576979637145996e-01,2.264633774757385254e-01,-9.648498296737670898e-01,1.136575222015380859e+00,-3.115373849868774414e-01,6.622983217239379883e-01,-4.192758202552795410e-01,-1.420243363827466965e-02,2.398270647972822189e-03,-3.934094607830047607e-01,-4.314122721552848816e-02,-4.012234807014465332e-01,2.075497359037399292e-01,8.625690937042236328e-01,-2.010757476091384888e-01,-5.812222883105278015e-02,3.659988641738891602e-01,-3.091943264007568359e-01,6.868945956230163574e-01,-1.559743136167526245e-01,-2.083975076675415039e-02,2.991800606250762939e-01,-1.370377689599990845e-01,-1.279982626438140869e-01,4.669208824634552002e-02,1.528972573578357697e-02,-2.426641881465911865e-01,1.725922673940658569e-01,1.724370867013931274e-01,-7.196194678544998169e-02,7.143557816743850708e-02,-1.547660976648330688e-01,-1.512401364743709564e-02,-1.397487074136734009e-01,-5.529242008924484253e-02,9.677939862012863159e-02,-3.458118066191673279e-02,-1.101469397544860840e-01,-1.986874081194400787e-02,-1.486573517322540283e-01,-1.702809631824493408e-01,5.323835834860801697e-02,-1.593680679798126221e-02,8.112347871065139771e-02,1.028767153620719910e-01,3.376532793045043945e-01,1.238947827368974686e-02,-8.057501167058944702e-02,4.773890599608421326e-02,9.588147699832916260e-02
1.597491025924682617e+00,8.916614204645156860e-02,1.581488102674484253e-01,7.127043604850769043e-02,3.180103302001953125e-01,4.040537774562835693e-01,2.360392734408378601e-02,1.476506292819976807e-01,-1.725436933338642120e-02,4.863671064376831055e-01,-1.040873583406209946e-02,6.878213584423065186e-02,-9.958309680223464966e-02,-2.150199264287948608e-01,-2.115926295518875122e-01,5.936370790004730225e-02,-8.551312983036041260e-02,-2.588651776313781738e-01,-4.928761348128318787e-02,-8.343208581209182739e-02,-1.919859945774078369e-01,-1.727089583873748779e-01,7.469099760055541992e-02,3.218625187873840332e-01,9.840270876884460449e-02,3.046522736549377441e-01,2.131004780530929565e-01,-2.437322586774826050e-01,1.346431523561477661e-01,1.475930958986282349e-01,2.127842903137207031e-01,5.034120287746191025e-03,1.210333108901977539e-01,-2.168699800968170166e-01,-4.925162717700004578e-02,-3.600789606571197510e-01,4.385925531387329102e-01,1.955818086862564087e-01,3.582412749528884888e-02,-2.752690911293029785e-01,-2.354252338409423828e-01,-4.142522811889648438e-02,-2.554933130741119385e-01,-1.229898855090141296e-01,-4.831361770629882812e-02,-1.049222573637962341e-01,-1.042840257287025452e-01,-1.174312382936477661e-01,1.155795156955718994e-02,-2.527420818805694580e-01
1.439098238945007324e+00,-3.053748607635498047e-01,-2.535319328308105469e-01,3.607889264822006226e-02,1.053726598620414734e-01,-3.540449589490890503e-02,-8.225833065807819366e-03,-7.827065885066986084e-02,-8.827078342437744141e-02,1.131225302815437317e-01,-1.708354502916336060e-01,1.152456775307655334e-01,-7.575802505016326904e-02,2.022191584110260010e-01,4.045659899711608887e-01,-3.122676610946655273e-01,-5.254853889346122742e-02,3.209291994571685791e-01,-2.732698917388916016e-01,-5.802159756422042847e-02,1.821315102279186249e-02,-6.054863929748535156e-01,-8.532034605741500854e-02,2.120117396116256714e-01,3.820873796939849854e-02,1.063407808542251587e-01,2.074668649584054947e-03,-9.687820822000503540e-02,-1.628637760877609253e-01,-7.586973905563354492e-02,-2.479403764009475708e-01,1.050511375069618225e-01,2.997434437274932861e-01,1.545778065919876099e-01,-3.746880963444709778e-02,-1.978879868984222412e-01,2.144279181957244873e-01,2.925989031791687012e-01,-1.503603160381317139e-02,-9.700039774179458618e-02,2.770812213420867920e-01,6.145856156945228577e-02,-6.108239665627479553e-02,8.976278454065322876e-02,1.846853047609329224e-01,-2.891842275857925415e-02,-6.314060091972351074e-02,-2.939210534095764160e-01,1.299527883529663086e-01,9.685301780700683594e-02
-3.613722920417785645e-01,-6.965343356132507324e-01,9.688774496316909790e-02,2.830091714859008789e-01,6.728167831897735596e-02,1.567864269018173218e-01,-3.111274838447570801e-01,-4.803657997399568558e-03,-5.441545844078063965e-01,-4.221957325935363770e-01,5.595936626195907593e-02,3.909966945648193359e-01,-7.718387246131896973e-02,-1.619712263345718384e-01,-1.114733964204788208e-01,-2.014914751052856445e-01,-1.769976317882537842e-01,8.369766920804977417e-02,5.754489451646804810e-02,-1.180504038929939270e-01,2.805040217936038971e-02,6.258644908666610718e-02,-3.093064129352569580e-01,3.443957492709159851e-02,-2.083323299884796143e-01,2.003676295280456543e-01,1.901367120444774628e-02,-1.362818926572799683e-01,-6.980098783969879150e-02,-1.514601260423660278e-01,1.470210682600736618e-02,4.177405536174774170e-01,1.353710051625967026e-02,5.938377976417541504e-01,-7.996998727321624756e-02,-3.146890103816986084e-01,-1.086503043770790100e-01,-2.558414936065673828e-01,-2.310675941407680511e-02,4.550385475158691406e-02,-8.630385249853134155e-02,2.832921743392944336e-01,3.446381986141204834e-01,-3.283550441265106201e-01,5.261308979243040085e-03,1.171210631728172302e-01,3.326204717159271240e-01,-1.896504908800125122e-01,2.952044010162353516e-01,4.548466503620147705e-01
-5.213071107864379883e-01,3.185480535030364990e-01,-1.271002143621444702e-01,-4.347144365310668945e-01,2.810279130935668945e-01,-6.984640359878540039e-01,-2.903799712657928467e-01,-1.139459237456321716e-01,-1.655365973711013794e-01,-2.000397592782974243e-01,5.914798974990844727e-01,2.983999848365783691e-01,2.363840490579605103e-01,1.537315100431442261e-01,-2.610465884208679199e-01,-3.919785469770431519e-02,-1.739687621593475342e-01,2.063635736703872681e-01,-2.067769877612590790e-02,-2.572987675666809082e-01,1.164070069789886475e-01,6.380866765975952148e-01,2.557383477687835693e-01,2.468436956405639648e-02,5.579699873924255371e-01,-1.210893318057060242e-01,-1.496784538030624390e-01,-3.807071149349212646e-01,2.748668193817138672e-01,-2.707129716873168945e-01,2.014378309249877930e-01,6.625451147556304932e-02,2.335868775844573975e-01,7.728311419486999512e-02,-2.869318723678588867e-01,-3.166317939758300781e-01,-7.594922184944152832e-02,-5.745912715792655945e-02,-3.182503953576087952e-02,1.911670416593551636e-01,2.402087301015853882e-01,-2.873798012733459473e-01,4.731082171201705933e-02,-3.750877976417541504e-01,8.817970752716064453e-03,3.395194932818412781e-02,-3.978852927684783936e-01,1.926991939544677734e-01,-1.413374394178390503e-01,-1.137099489569664001e-01
1.107899904251098633e+00,3.330969214439392090e-01,-5.426005721092224121e-01,9.716768264770507812e-01,2.572531700134277344e-01,-6.745858490467071533e-02,7.665261626243591309e-02,1.981595903635025024e-01,2.752560935914516449e-02,2.327274903655052185e-02,2.896773219108581543e-01,4.807844460010528564e-01,3.487543165683746338e-01,2.252451330423355103e-01,-1.497904658317565918e-01,3.708004653453826904e-01,-2.872634679079055786e-02,3.377276659011840820e-01,-2.075913697481155396e-01,-5.333593115210533142e-02,-3.007442690432071686e-02,-1.443089991807937622e-01,2.891038544476032257e-02,-5.395786762237548828e-01,-9.805110841989517212e-02,3.147597983479499817e-02,6.939841806888580322e-02,3.563845157623291016e-01,1.353062391281127930e-01,2.666581571102142334e-01,-6.210916116833686829e-02,1.259519159793853760e-01,5.660549271851778030e-03,-7.880598306655883789e-02,-1.177731528878211975e-01,-8.878600597381591797e-02,-1.876570284366607666e-01,2.160248756408691406e-01,-1.010407358407974243e-01,-2.742354273796081543e-01,-1.026743916554551106e-06,1.839276636019349098e-03,1.739613525569438934e-02,1.611706912517547607e-01,-8.129541575908660889e-02,-1.267759948968887329e-01,-1.075026392936706543e-01,-8.138699829578399658e-02,1.624243333935737610e-02,7.121416926383972168e-02
6.068655848503112793e-01,-2.238255739212036133e-02,-5.703344345092773438e-01,-4.341845512390136719e-01,2.160278111696243286e-01,-1.590591073036193848e-01,-3.020124733448028564e-01,-1.586234867572784424e-01,1.512239426374435425e-01,-2.259870171546936035e-01,3.045419603586196899e-02,-3.158826529979705811e-01,2.079619467258453369e-01,2.088204026222229004e-01,-2.819375991821289062e-01,1.115133464336395264e-01,2.625579237937927246e-01,-2.295172028243541718e-02,5.811598896980285645e-01,-1.139483321458101273e-02,-5.635145902633666992e-01,4.529828950762748718e-02,4.169600903987884521e-01,3.444966971874237061e-01,1.397468894720077515e-01,-2.148206979036331177e-01,2.353893220424652100e-02,4.470790326595306396e-01,-2.287892401218414307e-01,-3.324094414710998535e-01,-2.095846533775329590e-01,5.371808633208274841e-02,-2.364259064197540283e-01,2.427698522806167603e-01,-4.846138954162597656e-01,5.311231315135955811e-02,7.307630777359008789e-02,1.492374539375305176e-01,3.264873921871185303e-01,-1.067195832729339600e-01,-1.646812073886394501e-02,-3.960788547992706299e-01,-1.954790353775024414e-01,2.426348030567169189e-01,-2.342320382595062256e-01,9.151168167591094971e-02,3.253567218780517578e-01,-2.227993011474609375e-01,-2.680178284645080566e-01,3.819068148732185364e-02
-3.664162158966064453e-01,-7.319632768630981445e-01,2.698495090007781982e-01,-2.641500532627105713e-02,3.504592478275299072e-01,-1.773209720849990845e-01,3.324996829032897949e-01,7.577618956565856934e-02,-1.730611026287078857e-01,-3.189410865306854248e-01,-3.757987320423126221e-01,3.548851907253265381e-01,-1.132189258933067322e-01,-1.773884147405624390e-01,4.464461505413055420e-01,-5.165693759918212891e-01,5.247694626450538635e-02,-7.073464244604110718e-02,3.485206961631774902e-01,-3.122863769531250000e-01,-5.620630085468292236e-02,-4.692869186401367188e-01,-8.208988234400749207e-03,-5.805693864822387695e-01,-5.282651185989379883e-01,-2.474402338266372681e-01,5.250420421361923218e-02,2.911795079708099365e-01,-1.437487918883562088e-02,1.587417572736740112e-01,-8.500505238771438599e-02,-1.025383099913597107e-01,1.272274553775787354e-01,-2.502662241458892822e-01,3.482837975025177002e-02,1.244096159934997559e-01,2.203889489173889160e-01,-1.786694079637527466e-01,-2.181401103734970093e-02,2.522711753845214844e-01,-1.305909901857376099e-01,-1.068319752812385559e-01,2.872724235057830811e-01,-2.049308717250823975e-01,-2.694016993045806885e-01,-2.923079207539558411e-02,3.859255313873291016e-01,-3.734765946865081787e-02,-1.544065326452255249e-01,-6.366651058197021484e-01
-6.331856846809387207e-01,-3.580190241336822510e-01,-5.514314174652099609e-01,4.959068596363067627e-01,-2.138101458549499512e-01,9.511689543724060059e-01,1.902212351560592651e-01,-6.958793848752975464e-02,-2.648175060749053955e-01,7.232762873172760010e-02,-1.637445092201232910e-01,7.046851515769958496e-02,4.418587684631347656e-02,-2.445835322141647339e-01,2.470202594995498657e-01,4.384128749370574951e-02,2.696603834629058838e-01,2.081622332334518433e-01,-1.645921021699905396e-01,2.000523805618286133e-01,1.879613399505615234e-01,2.148357629776000977e-01,1.963583528995513916e-01,-2.916386425495147705e-01,-1.000199094414710999e-01,3.175773322582244873e-01,2.929064072668552399e-02,-2.625970840454101562e-01,-1.313799023628234863e-01,5.295816659927368164e-01,3.253890573978424072e-01,-3.649748489260673523e-02,1.260627508163452148e-01,-3.277075588703155518e-01,7.008186727762222290e-02,-1.816769242286682129e-01,1.053572967648506165e-01,9.045105427503585815e-02,-2.489133551716804504e-02,-1.273389458656311035e-01,5.471231788396835327e-02,1.325521916151046753e-01,1.299707293510437012e-01,-2.549044787883758545e-01,-2.003272324800491333e-01,-2.264996431767940521e-02,3.944713622331619263e-02,-1.540329903364181519e-01,-1.220717728137969971e-01,2.367416173219680786e-01
